steps,ingredients,name,id
"In small dish, mix the poblano chiles, onion, garlic cloves, olive oil, boneless skinless chicken breasts, seasoning salt, roma tomatoes, mushroom, monterey jack cheese, ricepreparation:In small dish, mix the poblano chiles, onion, garlic cloves, olive oil, boneless skinless chicken breasts, seasoning salt, roma tomatoes, mushroom, monterey jack cheese, ricepreparation:In small dish, mix the poblano chiles, onion, garlic cloves, olive oil, boneless skinless chicken breasts, seasoning salt, roma tomatoes, mushroom, monterey jack cheese, ricepreparation:In small dish, mix the poblano chiles, onion, garlic cloves, olive oil, boneless skinless chicken breasts, seasoning salt, roma tomatoes, mushroom, monterey jack cheese, ricepreparation:In small dish, mix the poblano chiles, onion, garlic cloves, olive oil, boneless skinless chicken breasts, seasoning salt, roma tomatoes, mushroom, monterey jack cheese, ricepreparation:In small dish, mix the poblano chiles, onion, garlic cloves, olive oil, boneless skinless chicken breasts, seasoning salt, roma tomatoes, mushroom, monterey jack cheese, ricepreparation:In small dish, mix the poblano chiles, onion, garlic cloves, olive oil, boneless skinless chicken breasts, seasoning salt, roma tomatoes, mushroom, monterey jack cheese, ricepreparation:In small dish, mix the poblano chiles, onion, garlic cloves, olive oil, boneless skinless chicken breasts, seasoning salt, roma tomatoes, mushroom, monterey jack cheese, ricepreparation:In small dish, mix the poblano chiles, onion, garlic cloves, olive oil,","poblano chiles, onion, garlic cloves, olive oil, boneless skinless chicken breasts, seasoning salt, roma tomatoes, mushroom, monterey jack cheese, rice",chicken stuffed poblano chiles,131427
"Heat a large saute pan over medium-high heat. Add the olive oil and heat. Add the garlic and cook for 1 minute. Add the chicken and cook about 4 minutes per side, or until cooked through and juices run clear. Remove the chicken and set aside. To the same pan, add the spinach and cook just until wilted, about 1 to 2 minutes. Lower the heat to medium and add the balsamic vinegar and chicken broth to the pan and stir, scraping the bottom of the pan to remove any browned bits. Add the tomatoes, bring to a simmer and cook 3 to 5 minutes. Place the couscous in a serving bowl. Top with the spinach, chicken and balsamic-tomato sauce.","chicken breasts, balsamic vinegar, fresh cilantro, fresh garlic, fresh mushrooms, olive oil, fresh ground black pepper",balsamic chicken breast with cilantro,106972
Combine all ingredients in a medium saucepan. Bring to a boil over high heat. Reduce heat to medium low and cook 15 minutes or until mixture is slightly thick. Pour into a bowl and allow to cool.,"water, brown sugar, sugar, cranberries, dijon mustard, prepared horseradish, orange juice",jezebel cranberry sauce,197843
Mix all ingredients in a small saucepan over medium-high heat. Bring to a boil. Reduce heat to low and simmer for 5 minutes. Remove from heat and stir in the lime juice. Add salt and pepper to taste. Serve immediately.,"low sodium vegetable broth, arrowroot, fresh lime juice, sugar, peanut oil, sesame oil, fresh cilantro, salt",ww 2 points lime cilantro dressing,250313
"Place all ingredients in a food processor and blend until very smooth. Chill at least a few hours before tasting. Can serve with chips, crackers, or as a veggie dip. Keeps well in fridge. Cooking time listed is for chilling time.","garlic cloves, olive oil, broccoli, salt and pepper, ziti pasta",ziti with fresh broccoli sauce,285689
"Preheat oven to 425 degrees. Remove all visible fat from pork. Place in a shallow baking pan. In a small bowl, whisk together remaining ingredients except sesame seeds and onions. Brush honey mixture over pork. Sprinkle with sesame seeds. Bake uncovered for 45 minutes. To serve, slice thinly and garnish with green onions.","pork necks, fresh ginger, garlic cloves, fresh chili pepper, star anise, brown sugar, shaoxing wine, oyster sauce, chinese five spice powder",sticky asian pork neck,316243
Preheat oven to 375 degrees. Coat 8 muffin cups with pam. Mix sugar and cinnamon in small bowl. Dip each marshmallow in melted margarine and roll in sugar mix. Separate dough into triangles. Wrap one triangle around each marshmallow and pinch dough together. Place each one in a muffin cup. Drizzle extra margarine over rolls. Bake at 350 degrees for 30 to 35 minutes.,"crescent roll dough, cocktail smoked sausage links, butter, pecans, honey, brown sugar",sweet sausage rolls,79854
"Spray a large frying with cooking spray then cook the chicken until no longer pink. Mix in the water, taco seasoning, & salsa, simmer for 5 minutes. Add in the cheese then stir until melted. Turn off the heat & stir in the sour cream. Spoon the chicken onto the tortilla shells, top with the tomato & lettuce, if using.","boneless skinless chicken breasts, salsa, condensed cream of chicken soup, taco seasoning, sour cream, tortillas",slow cooker salsa chicken,476885
"In a large heavy skillet, saute the onion, garlic, and zucchini in oil. Discard the garlic. Mix in drained corn, chopped chiles, and salt. Cover tightly and heat through. Mix in cheese and serve. There is also another way to use above ingredients but with a little flour and a cup of either canned or whole milk added to the mixture. Sprinkle with breadcrumbs and bake. 350 degrees for 20-30 minutes. I like this one best.","frozen cauliflower, cream cheese with chives, sharp cheddar cheese, bacon, salt and pepper",fake potato cauliflower casserole oamc,391738
"Heat broiler, with rack set 4 inches from heat. Place salmon on a foil-lined rimmed baking sheet. Season with salt and pepper. Broil, without turning, until opaque throughout, 7 to 9 minutes. Let cool briefly, then flake. Divide spinach and tomatoes among serving plates. Top with salmon, goat cheese, and pecans, and drizzle with vinaigrette.","bacon, green onion, sugar, cider vinegar, chicken stock, salt and pepper, baby spinach leaves, pecans",spinach salad with sweet sour bacon dressing,98352
"Melt butter in dutch oven. Add rice, onion, and celery. Cook on medium heat till rice is light brown with a nutty aroma stirring often. Preheat oven to 350 degrees. Add rest of ingredients, almost over season to taste. Bring to boil on medium heat. Turn off heat. Cover tightly with foil then put lid on top. Bake for 45 minutes then remove from oven and let rest for 15 minutes. Take lid and foil off, fluff with fork and serve.","butter, carrots, long grain rice, green onions, chicken stock, fresh parsley, salt, pepper",carrot rice pilaf,26843
"Heat oil on medium heat using a large skillet. Add bacon, butter, minced garlic clove, fresh parsley, salt and pepper, romano cheese. Stir-fry about 2 minutes. Add swiss chard, broth, salt and pepper and cook until greens are wilted. Stir frequently. Remove from heat & set aside.","spaghetti squash, bacon, butter, minced garlic clove, fresh parsley, salt and pepper, romano cheese",the realtor s spaghetti squash italiano,368480
"Melt 2 oz of butter in a saucepan. Add chopped onion and celery, cook until just translucent. Add rice, cook a few minutes more, stirring to coat the rice with butter. Add wine, 1 cup of boiling water and crumbled stock cubes. Bring to a boil, add peas. Reduce heat, simmer uncovered until the water has evaporated. Add another cup of boiling water, cook until evaporated. Add the final cup of boiling water. Keep cooking until the water is almost absorbed. Overall cooking time is about 20 minutes. Stir in the parmesan cheese and 1 oz butter. Add salt& pepper to taste.","olive oil, onion, pearl barley, dry white wine, chicken stock, frozen peas, light cream cheese, fresh chives, salt and pepper",creamy barley with peas and chives,431203
"Combine the olive oil, onion, butter, salt and pepper in a large mixing bowl. To prepare the dressing, in a small bowl combine the mayonnaise, lime juice, zest, cumin, chili powder, sugar, salt and pepper. Whisk to combine. Pour the dressing over the vegetables and stir to combine. Cover and allow the slaw to sit for at least 30 minutes, tossing every so often to combine well. Top with raisins before serving.","olive oil, onion, button mushrooms, celeriac, fresh flat-leaf parsley, butter, salt & freshly ground black pepper, egg",celeriac and mushroom cake,205039
"In an 8- or 9-inch flameproof heavy skillet cook onions and garlic in oil over moderately low heat, stirring, until softened. In a bowl whisk together eggs, thyme, rosemary and pepper to taste. Add egg mixture to onion mixture and cook, without stirring, 2 minutes. Add ham and cook, without stirring, 8 minutes, or until edges are set but center is still soft. While frittata is cooking, preheat broiler. Sprinkle cheddar on frittata and broil about 4 inches from heat until cheese is bubbling, about 1 minute. Sprinkle with parsley and cut into wedges.","eggs, milk, dijon mustard, crouton, ham, fontina, roasted red pepper, green onion",frittata with ham and roasted pepper,305496
"Preheat oven to 350f remove the mushroom stems and scrape the gills out with a spoon. Stir the garlic into the oil and brush it all over both sides of the mushroom caps. Place the mushrooms bowl-side-up on a baking sheet and bake for 8 - 10 minutes, or until tender. Take the mushrooms out of the oven and over up to 450f. Top mushrooms with bruschetta and sprinkle with cheese. Bake for 5-10 minutes, until the cheese melts.","italian bread, cream of mushroom soup, garlic powder, dried italian seasoning, mozzarella cheese, parmesan cheese, green onions",mushroom mozzarella bruschetta,122819
"Preheat oven to 350 degrees f. For the filling, mix the two filling ingredients in a bowl, then press onto bottom of 9 inch springform pan. Chill to set. For the filling, beat cream cheese on medium speed until fluffy. Beat in sugar until blended, then beat in eggs until blended. Stir in white chocolate, cranberries, zest & vanilla. Pour into prepared crust & bake 45-50 minutes or until center is almost set. Cool in pan for 30 minutes, then refrigerate. Run knife around sides of pan to loosen, then chill 4 hours or more. Remove rim & cut into wedges. Refrigerate leftovers.","egg noodles, eggs, farmer cheese, low-fat sour cream, low-fat milk, salt, brown sugar, dried cranberries, cinnamon, butter",cranberry noodle kugel,425859
"Heat oven to 425. Place chicken breasts in ungreased baking pan, 9 x 9 x 2. Spread 1 tsp butter on each of the four chicken breasts. Sprinkle salt and paprika on the breasts. Drizzle all with the lemon juice. Bake uncovered 35- 45 minutes or until tender. Sprinkle with snipped parsley and serve.","water, lemon juice, dried onion flakes, low-sodium worcestershire sauce, garlic cloves, dill seed, salt, curry powder, pepper, chicken breasts",moist lemon chicken,382819
"Preheat oven to 475f. In large roasting pan, combine potatoes, onion, garlic, oil, salt, pepper and rosemary and toss to coat. Roast veggies 25 minutes, stirring once. Lightly salt and pepper chicken and add, tossing to coat and roast 15 minutes longer or until chicken is done. Place spinach over chicken mixture and roast for 5 minutes longer or until spinach wilts. Toss before serving.","onion soup mix, olive oil, garlic powder, chicken breast halves, potato, carrots",onion roasted chicken and vegetables,19255
Preheat oven to 450 degrees. Place potatoes in a large baking dish. Add remaining ingredients to the dish and toss until well coated. Bake uncovered about 50 minutes until tender and brown on the edges. Turn the potatoes halfway into cooking time and add more water if the water is all absorbed. Turn on the broiler for a few minutes to make them nice and brown.,"red potatoes, lemon juice, olive oil, oregano leaves, lemon basil, lemon zest, salt, garlic cloves, chicken broth, feta cheese",greek style lemon potatoes,425860
"Preheat oven to 350f. Butter a shallow ovenproof dish. Trim the leeks, cut a slit from the top to bottom and rinse well under cold water. Place the leeks in a saucepan of water, brind to a boil, and simmer gently for 6-8 minutes, until just tender. Remove and drain well using sloted spoon. Arrange in the prepared dish. Beat the eggs with the goat cheese, yogurt, and half the parmesan cheese. Season well with salt and pepper. Pour the cheese and yogurt mixture over the leeks. Mix the breadcrumbs with the remaining parmesan cheese, and sprinkle over the sauce. Back for 35-40 minutes, until the top is crisp and golden brown.","couscous, leeks, cheddar cheese, olive oil, salt & freshly ground black pepper",leek cheese couscous cake,161259
"Combine all ingredients in crock pot. Cover and cook for 10 minutes, stirring occasionally. Serve and enjoy.","lean ham, potatoes, onion, reduced-fat cheddar cheese, healthy request cream of celery soup, black pepper, dried parsley flakes, yellow mustard",weight watchers crock pot ham potatoes au grautin,278384
"Combine dressing ingredients and heat until it comes to a boil. Let cool and refrigerate. Melt butter in frying pan. Brown broken noodles, almonds, and sesame seeds in butter. Set aside. Keep dressing, dry mixture, and cabbage seperate. Mix all 3 together 15 minutes before serving. This is best served cold and fresh.","white vinegar, sugar, prepared mustard, onion, salt, vegetable oil, poppy seed, romaine lettuce, cashew halves, swiss cheese",swiss cashew tossed salad,93224
"Preheat oven to 400f. Peel and cube squash. In a large bowl mix minced garlic and olive oil. Add cubed squash and coat with the oil mixture. Dump all ingredients out of bowl and in to a glass casserole dish. Any size will do really but it will cook faster if it is more spread out. Cook 40-45 minutes, stirring once or twice. Squash is done when it is tender.","pasta, butternut squash, fresh sage, breadcrumbs, garlic, parmesan cheese, olive oil, salt and pepper",pasta with roasted butternut squash and sage,74188
"Place chicken pieces in crockpot. Sprinkle the garlic salt and onion soup mix over the chicken. Pour salad dressing and water over the chicken. Cover and cook for 7-8 hours. Remove chicken and cool slightly. Shred chicken from the bones, and return to crock pot. Serve on hamburger buns.","butter, italian salad dressing mix, condensed golden mushroom soup, chive & onion cream cheese, white wine, boneless skinless chicken breast halves",slow cooker italian chicken,302503
"In a small saucepan over medium-low heat, saute the garlic until aromatic. Add the tomatoes, and saute for another minute or so, then add the broth. Scramble the egg, parmesean cheese, hot sauce, salt and pepper in a serving bowl. When the broth comes to a boil, add the egg mixture while stirring. Remove from heat, place in a bowl, top with fresh ground pepper, and enjoy.","garlic, sage leaves, salt, water, ground pepper, eggs, french bread, gruyere cheese",french garlic soup,373002
"In a blender, combine the first five ingredients. Cover and process until smooth. Gradually add ice, blending until slushy. Pour into chilled glasses. Garnish with whipped topping, chocolate syrup and cherries.","avocado, milk, ice, vanilla, sugar",healthier avocado smoothie,437088
"Preheat oven to 200c. Sprinkle olive oil over the base of the baking dish. Lay cutlets in the dish, rubbing them with the oil. Cover cutlets with crushed garlic, mustard and rosemary, then season with the salt and pepper. Place in the oven and cook for 25-30 minutes, turning once, until the cutlets ar browned and crispy. If desired, serve on a bed of couscous with your favourite steamed vegetables.","lamb chops, fresh rosemary, fresh mint leaves, fresh lemon juice, lemons, garlic cloves, olive oil, salt and pepper",minty manx lamb chops with rosemary,425420
"Boil potatoes, with skins on, until just tender. Drain and let cool. When potatoes are cooled, peel and cut into bite-size pieces. Place in a large bowl. Coarsely chop eggs. Add eggs and pickle chunks to potatoes. Gently toss in mayonnaise. Be sure to toss lightly to avoid breaking up the potato too much. Add salt and pepper to taste. Also add onion, if using. Stir gently again, just to combine. At our house, we usually serve a small bowl of onion on the side so people can add as much as they like, or none at all.","potatoes, hard-boiled eggs, mayonnaise, dijon mustard, salt, fresh cracked pepper",lori s simple potato salad,177470
"Preheat oven to 350 degrees fahrenheit or 175 degrees celsius. Mix the flour, baking powder, and baking soda together in a bowl. Set the mixture aside. Cream the butter and sugar. Beat in the egg and vanilla extract. Once combined, slowly blend in the dry ingredients until evenly mixed. Searate dough into tablespoon-sized balls. Place onto an ungreased cookie sheet. Place on center rack and bake for 5 to 7 minutes. Let the cookies sit for 2 minutes before cooling on wire racks.","eggs, honey, sugar, baking soda, cinnamon, flour",honey cookies,218987
"Mix in order given. Roll into small balls, about 48, and place on lightly greased cookie sheet or parchment paper. Bake at 300 for 30 to 40 minutes. Remove from oven to cool. Cookies should not be brown but a very light tan. Roll in powdered sugar while still warm. Roll in powdered sugar again when cool. Store in an air tight container.","butter, powdered sugar, vanilla extract, flour, pecans, white chocolate, candy cane",candy cane snowballs,192923
Mix all ingredients except the powdered sugar on medium speed for 5 minutes. Optional sometimes i add walnuts to the mix as well as put some in the bottom of the bundt pan before pouring in the cake mixture it gives it a nice crunchy topping. Pour into well greased bundt pan and bake at 350f for 45 minutes. Let cool for 15-20 mins before removing from bundt pan. While cooling i sometimes mix some of the powdered sugar and some extra sherry poke holes in cake with a chopstick and drizzle while still in pan. Turn out pan onto cooling rack and dust lightly with powdered sugar.,"yellow cake mix, vanilla instant pudding mix, eggs, water, salad oil, cinnamon, nuts, sugar",nancy b s cinnamon bundt cake,163850
"Preheat oven to 375 degrees fahrenheit. In large skillet, brown beef and onion then drain. Return meat to pan. Add spaghetti sauce. Meanwhile, in a medium bowl combine mozzarella cheese and sour cream. Pour hot meat into an ungreased 12 x 8 inch dish. Spoon cheese mixture over meat. Unroll crescent roll dough over the top of the mixture. Mix parmesan cheese and butter together, then spread over the top of the dough. Bake 18-25 minutes or until golden brown.","crescent rolls, monterey jack cheese, smoked sausage, salt, pepper, parmesan cheese, eggs",pie a la italian,142985
"Preheat oven to gas 4 or 180c. Grease with butter an oblong roasting tin, or a wide shallow dish. Peel potatoes and slice thinly into rounds. Finely chop onion. Arrange a layer of potato on base of dish, sprinkle with onion, and salt and pepper. Continue until all is used up, ending with potato. Pour over the stock and milk, then dot with butter. Place in the hot part of the oven for 45-50 minutes, until the potatoes are cooked and the top golden and crunchy. For a change used chopped leek as well as or instead of onion.","butter, onions, dried thyme leaves, sea salt, fresh ground black pepper, potatoes, vegetable stock, swiss cheese",crock pot potatoes boulangere,433896
Cook pasta according to package directions. Drain pasta and place in large serving bowl. Pour chicken and sauce over pasta. Toss gently. Top with grated cheese. Garnish with fresh lemon slices and fresh parsley.,"capellini, olive oil, fresh parsley, garlic, parmesan cheese, fresh ground pepper",angel hair pasta in garlic sauce,29172
"Preheat oven to 400 degrees. Cut the stem end from turnips. Rub each with olive oil and wrap tightly in aluminum foil. Bake for approximately 90 minutes or until insides are soft enough to scoop out. Scoop out insides of each turnip, leaving the shell intact. Mash & whip the insides with the sour cream, spices and seasonings. When the insides are a creamy consistency, carefully spoon them back into shells. Reduce oven heat to 350 degrees and bake the stuffed turnips for 20-30 minutes until heated thru.","unsalted butter, oil, shallot, turnip, orange juice, salt, pepper, orange, zest of",turnips with orange,305908
Heat oven to 400. Cover broiler pan or cookie sheet with foil and spread asparagus in one layer. Spray with cooking spray and sprinkle with salt and pepper. Cook for 12 minutes or less. Heat butter in a small skillet on low heat until lightly brown. Add vinegar and soy sauce. Pour over cooked asparagus.,"asparagus spears, grainy mustard, white wine vinegar, caster sugar, light olive oil, salt, black pepper",asparagus with grainy mustard dressing,13494
"Preheat oven to 350 degrees. Stir ingredients in medium mixing bowl until blended. Spoon onto 2 un-greased cookie sheets. Bake for 8-10 minutes. Allow the cookies to cool on the pan, or wait 1-2 minutes before moving to cooling racks. Cookies should be soft & chewy.","cookie mix, water, raisins, miniature semisweet chocolate chips, sugar",easy bake oven raisin chocolate chip cookies,152209
"Heat oven to 350 degrees. Line a large glass baking dish with foil,. Put the ground beef in a large bowl and add the onion and garlic, knead together, add bread crumbs and italian seasoning -- mix all together. Add the egg and milk -- knead together well with hands --. Form pieces of meat into 1 inch balls, place in baking dish -- bake for about 20-30 minutes --. I usually put them in a large pan on the stove and cover with spaghetti sauce for a few minutes at medium heat, but thats optional.","italian bread, italian vegetables, meatballs, spaghetti sauce, mozzarella cheese",meatball subs in a pan casserole,181844
"Preheat grill on high and sprinkle shrimp with salt on both sides. Grill shrimp for 3 minutes per side, brushing with marinade again before turning. Reduce time for smaller shrimp. Place remaining sauce in a serving dish for dipping. Prep time includes time to marinate but not to soak the skewers.","shrimp, ketchup, picante sauce, brown sugar, lemon juice",grilled southwest shrimp on skewers,323434
Place shirley s stuffed dates in prepared baking pan and bake for 15-20 minutes or until golden brown. Serve warm or cool.,"dates, peanut butter, almonds, sugar",shirley s stuffed dates,270396
"Preheat oven to 350f. Lightly grease 9x9 inch baking dish. Combine the artichoke hearts, feta, mayonnaise, parmesan cheese, pimientos, and garlic in a bowl. Blend thoroughly. Spoon into prepared baking dish. Bake in preheated oven until top is bubbly and lightly browned, 20 to 25 minutes. Remove and garnish with tomatoes and green onions.","mayonnaise, cream cheese, roasted red peppers, marinated artichokes, garlic powder, italian seasoning, feta cheese, parmesan cheese",roasted red pepper feta and artichoke dip,342536
"Heat oven to 375 degrees f. On a baking sheet with sides, toss sweet potatoes and apples with oil, salt and pepper. Spread out into single layer. Roast 30 minutes or until sweet potatoes are tender. Meanwhile, stir together butter, brown sugar and pumpkin pie spices. Spoon over potato mixture and toss to coat. Continue baking for 10 minutes or until sugar has melted.","sweet potatoes, apples, butter, salt, pepper, sugar, nutmeg",appled sweet potatoes,428778
"Preheat oven to 375 degrees f. Butter a 9 x 5 x 3 inch loaf pan. Cream butter with sugar for 6 minutes, until light. Beat in eggs, one at a time. Blend in bananas and lemon juice. Sift together flour, baking soda and salt. Blend into mango mixture along with lemon zest. Turn into prepared pan. Bake for 1 hour or until tested done. Remove, cool for 15 minutes and turn out of pan. Cool completely.","all-purpose flour, ground cinnamon, baking soda, salt, granulated sugar, eggs, vegetable oil, mangoes, lemon juice, raisins",fresh mango bread,77430
"Heat oil in a nonreactive saucepan and fry the chicken pieces until they are lightly browned. Add the remaining ingredients and cook for 2 minutes over low heat, stirring constantly to make sure that the sugar has dissolved. Allow the marinade to cool and pour it over the chicken. Cover the bowl with plastic wrap and refrigerate it for 24 hours. When ready to grill the chicken pieces, remove them from the marinade, drain them, place them on skewers, and grill over hot coals or under the broiler for 10 minutes, turning once, or until the chicken is cooked through. Serve hot with apricot chutney.","skinless chicken breasts, sunflower oil, garlic cloves, fresh coriander, caster sugar, ground cumin, ground coriander, light soy sauce, chili pepper, salt and pepper",noo s famous spiced green chicken skewers,303946
"Add onion to bacon drippings after bacon has been removed. Cook until lightly browned. Add water, diced potatoes, salt and pepper. Cook until potatoes are tender. Add corn, milk, and butter. Simmer until heated through or until ready to serve. Add cooked bacon when ready to serve.","onion, butter, potatoes, water, lobster meat, salt, pepper, milk, light cream",lobster chowder,139486
"Preheat oven to 350f. Line an 8-inch pie pan or heatproof baking dish with the pie dough. Prick the dough with the tines of a fork. In a second bowl, mix together the apples, cup of the sugar, and teaspoon of the cinnamon. In a second bowl, mix together the flour, cup of the sugar, and the unsalted butter. Work these ingredients together with a fork until you have a crumbly mixture. Fill the pie crust with the apple mixture and smooth over the surface. Spoon the crumble over the apple mixture so that the apples are completely covered. Sprinkle the remaining tablespoon of sugar and teaspoon of cinnamon over the crumble. Bake for 25 minutes.","apples, maple syrup, butter, brown sugar, all-purpose flour, salt, cinnamon, rolled oats",canadian apple maple crumble pie,310431
"Preheat oven to 350 degree f. In a large pot cook macaroni according to package directions. Drain. Return to pot. Add milk, melted butter, pepper, and salt. Stir in cheeses. Transfer to a greased 2-quart casserole. Bake, uncovered, for 15 minutes. Carefully stir mixture. Sprinkle with crushed crackers. Bake 5 minutes more or until crackers are browned and mixture is just heated through. Let stand 10 minutes before serving.","elbow macaroni, butter, flour, milk, sharp cheddar cheese",basic macaroni and cheese,442223
"Preheat oven to 350 degrees f. Grease and flour 24 minit muffin pan cups. Combine sugar and cinnamon in small bowl. Mix cake mix, water, oil and eggs according to package directions, stir nutmeg into batter. Fill prepared muffing cups two-thirds full. Bake about 12 minutes or until lightly browned and toothpick inserted into centers come out clean. Remove cupcakes from pans. Roll warm cupcakes in sugar mixture until completely coated","white sugar, butter, eggs, vanilla extract, all-purpose flour, baking powder, milk",simple white cupcakes,172550
"Cook rice according to package directions, omiting salt and fat. Stir in sherry and salt. Cover and keep warm. Heat butter and oil in a large nonstick skillet over medium-high heat. Add shallots to pan. Saute 2 minutes. Add mushrooms and saute 4 minutes. Stir in rice mixture, parsley and pepper.","wild rice, butter, salt, pepper, green onions, vegetable broth, sliced mushrooms, slivered almonds, dried cranberries",crock pot wild rice with cranberries,263089
Place the greek spinach in a large bowl. Whisk the olive oil in a large skillet over medium heat. Add the feta cheese. Mix well. Cook until the feta cheese is melted.,"red wine vinegar, garlic clove, olive oil, baby spinach, red onion, feta cheese, roasted red peppers, walnuts",atkins greek spinach salad,67900
"Heat the oil in a deep skillet or wok. Saute the onion and celery 5 minutes. Mix in the pork, soy sauce and sprouts. Cook 2 minutes. Mix the cornstarch with the broth. Add to the skillet, stirring steadily to the boiling point. Cook 3 minutes more. Serve with rice or chow mein noodles.","round steak, celery, onion, garlic clove, beef broth, tamari soy sauce, worcestershire sauce, chinese vegetables, cornstarch, chow mein noodles",chow mein in the crock pot,149799
"In a large mixing bowl, dissolve sugar and jell-o in 2 cups boiling water. Add to the mousse mixture the juice of both oranges, the zest of one orange, chopped nuts, and the entire can of crushed pineapple. Shred apples and cranberries. Add to mousse mixture. Mix well. Chill overnight or until firm, about three hours.","cranberry juice cocktail, raspberry jell-o gelatin, jellied cranberry sauce, heavy cream",cranberry mousse,41624
"To make the tiramisu at least one day before it is needed and store covered in the fridge. Beat the egg yolks with the sugar until light, then beat in the cheese, beating until smooth. Whisk the whites until stiff but not dry, and then fold these into the mixture. The whites will lose most of their volume and the finished result will be a softer cream rather than a mousse. Mix your chosen spirit with the coffee. Dip the biscuits one at a time into the coffee and arrange half of them in a single layer in a serving dish. Spread half of the cream mixture over them. Now continue with the remaining fingers, pouring on any leftover coffee. Spread the second half of the cream over the top and sprinkle liberally with cocoa powder. Cover and store in the fridge for at least 24 hours.","poundcake, brewed coffee, sugar, chocolate syrup, cream cheese, heavy whipping cream, chocolate-covered english toffee bars",easy tiramisu dessert,46317
"In a 4-cup measuring cup, heat 4 cups water in microwave to boiling. Place tea bags in water and let steep for 5- 10 minutes. Pour sugar into 2 quart pitcher and pour hot tea over it. Squeeze tea bags to get out any remaining tea. Add tea to pitcher and discard bags. Stir well. Chill until very cold and serve over ice with lemon.","water, baking soda, family-size tea bags, sugar",microwave sweet tea,378399
"Combine pineapple juice with sugar and bring to a boil in the microwave. Add orange jello to boiling liquid and let cool. After mixture has cooled, stir in cool whip. In a separate bowl, soften cream cheese with milk. Stir into jello mixture. Add crushed pineapple and blend all together. Put in mold and refrigerate.","7-up soda, miniature marshmallows, lime jell-o gelatin, cream cheese, crushed pineapple, cool whip, mayonnaise, walnuts",7 up jello,114761
"In a large saucepan over medium heat, combine cream of chile poblano, onion, garlic cloves, poblano chiles, vegetable oil, vegetable stock, low-fat plain yogurt, monterey jack cheese, salt and pepper. Heat over medium high heat until cheese is melted and bubbling, about 25 minutes. You may prefer to drain both cans if you want less sauce.","onion, garlic cloves, poblano chiles, vegetable oil, vegetable stock, low-fat plain yogurt, monterey jack cheese, salt",caldo largo cream of chile poblano,422567
"Place flour, sugar, salt, sugar, and shortening in large tupperware or other plastic container with lid. Seal tightly. Shake 3 minutes. Open & make sure mixture is uniform. Add water. Shake 3 more minutes & open to see if mixture is large dough ball of uniform consistency. Roll out on floured surface. Can be frozen for later use.","flour, salt, sugar, shortening, cold water, canola oil, milk",easy oil pie crust,339607
"Place potatoes in a large pot and cover with water. Bring to a boil then cover and reduce heat. Simmer for 20-25 minutes or until the potatoes are tender. Drain well, then return potatoes to the pot. Add the butter, milk and salt and mash well. Stir in parmesan cheese.","red potatoes, seasoning salt, pepper, garlic powder, olive oil, medium cheddar",smooshed potatoes,359971
"In a large mixing bowl, cream the butter until smooth. Add in the sugars. Beat on low for 2 minutes. Add in the milk, syrup, and vanilla. Beat 3-5 minutes until smooth and creamy. Use immediately or store, covered, at room temperature for up to 2 days. Reportedly, the icing tastes better if made the day before because the brown sugar gives the icing a slightly grainy texture that improves if allowed to set overnight.","sugar, water, cream of tartar, egg yolks, sweet butter, brandy",butter cream frosting from the plaza,402652
"Preheat oven to 325 degrees. Brush the 1 tbsp melted butter into a square baking dish. Beat the eggs, sour cream, milk and mustard together until well blended. Stir in the scallions, swiss cheese, salt and paprika. Pour into the buttered baking dish. Bake at 325 for about 30-35 minutes or until eggs are set but still moist.","vegetable oil, chips, cheddar cheese, eggs",easy cheesy chip omelette,71662
"Preheat oven to 425 degrees. In a large mixing bowl stir together flour, sugar, baking powder, nutmeg, salt, buttermilk, eggs, butter, stir until just combined. Divide batter between prepared donut pan. Bake until toothpick comes out clean, 7 to 9 minutes. Let donuts cool in pans for 5 minutes then take them out of pan and let cool on a cooling rack.","flour, baking powder, salt, ground cinnamon, egg, milk, oil",kakes gordos fried dough balls,108518
"Preheat oven to 400f. Cut off the ends of the kottbullar balls and pull off any yellow outer leaves. Mix them in a bowl with the olive oil, salt, and lemon-pepper seasoning. Transfer them to a sheet pan and roast for 35 to 40 minutes, until crisp outside and tender inside. Shake the pan from time to time to brown the kottbullar balls evenly. Sprinkle with more kosher salt, if you like, and serve hot.","potatoes, vegetable bouillon cube, ground almonds, ground flax seeds, salt & pepper, onion, olive oil",kottbullar swedish meatless balls vegan,426757
"In a large nonstick frying pan, add olive oil and turn on low heat. Let oil warm. Add basil and let oil absorb flavour for 5 minutes. Turn heat to medium. Sprinkle scallops with salt and pepper and add to hot oil. Add butter and cook on each side for 2 minutes. Remove from heat and add to serving dish. Sprinkle with fresh lemon. Place chives over top and serve.","sea scallops, salt and pepper, olive oil, butter",seared sea scallops,319223
"Preheat oven to 350 degrees f. Spray 9 x 5 x 3-inch loaf pan or 12-cup fluted tube pan with non-stick cooking spray. In large mixing bowl, combine cake mix, eggs, flour, sour cream, sugar, milk, margarine. Beat to mix well. Pour into prepared pan. Bake for 1 hour, or until done.","white cake mix, eggs, sour cream, almond extract, water, vegetable oil",easy almond sour cream layer cake,169793
