steps,ingredients,name,id
"In a heavy-bottomed saucepan, mix evaporated milk, marshmallow cream, butter, sugar, salt, semi-sweet chocolate chips, vanilla, walnuts, walnut halvespreparation:In a heavy-bottomed saucepan, mix evaporated milk, marshmallow cream, butter, sugar, salt, semi-sweet chocolate chips, vanilla, walnuts, walnut halvespreparation:In a heavy-bottomed saucepan, mix evaporated milk, marshmallow cream, butter, sugar, salt, semi-sweet chocolate chips, vanilla, walnuts, walnut halvespreparation:In a heavy-bottomed saucepan, mix evaporated milk, marshmallow cream, butter, sugar, salt, semi-sweet chocolate chips, vanilla, walnuts, walnut halvespreparation:In a heavy-bottomed saucepan, mix evaporated milk, marshmallow cream, butter, sugar, salt, semi-sweet chocolate chips, vanilla, walnuts, walnut halvespreparation:In a heavy-bottomed saucepan, mix evaporated milk, marshmallow cream, butter, sugar, salt, semi-sweet chocolate chips, vanilla, walnuts, walnut halvespreparation:In a heavy-bottomed saucepan, mix evaporated milk, marshmallow cream, butter, sugar, salt, semi-sweet chocolate chips, vanilla, walnuts, walnut halvespreparation:In a heavy-bottomed saucepan, mix evaporated milk, marshmallow cream, butter, sugar, salt, semi-sweet chocolate chips, vanilla, walnuts, walnut halvespreparation:In a heavy-bottomed saucepan, mix evaporated milk, marshmallow cream, butter, sugar, salt, semi-sweet chocolate chips, vanilla, walnuts, walnut halvespreparation:In a heavy-bottomed saucepan, mix evaporated milk, marshmallow cream, butter, sugar","evaporated milk, semi-sweet chocolate chips, salt, miniature marshmallow, vanilla wafers, vanilla ice cream, walnuts",fudge sundae pie,46025
"Bring water to boil in a medium-sized pot. Add jus de bissap hibiscus flowers, sugar, mint, orange flower water. Simmer for 15 to 20 minutes, until the jus de bissap hibiscus flowers are almost falling apart. Turn off heat, mix in jus de bissap hibiscus flowers, sugar, mint, orange flower water.","dried hibiscus flowers, sugar, mint, orange flower water",jus de bissap hibiscus tea,457270
"Mix greens, apple, stilton cheese, pear, walnuts, apple cider vinegar, olive oil, dijon mustard, salt and pepper. Mix dressing ingredients in small bowl, pour over salad. Toss. Serve immediately.","lettuce, stilton cheese, pear, walnuts, apple cider vinegar, olive oil, dijon mustard, salt, pepper",green pear salad,170517
"Cook beef and garlic clove in 2-inch skillet over medium heat, stirring occasionally, until beef is brown. Drain. Stir in beef and garlic clove. Serve over noodles.","ground beef, onions, garlic clove, flour, salt & pepper, paprika, cream of celery soup, sour cream",crock pot stroganoff,4485
Cook the veggie mac and cheese until it is tender. Add cheese powder and stir well.,"milk, water, cheese, frozen mixed vegetables, butter",all in one veggie mac and cheese,364330
"Heat oven 180c. Grease 2 pans 19cm x 29cm. Line trays with baking paper. Combine butter, sugar, eggs, vanilla essence, self raising flour, rolled oats, jampreparation:Heat oven 180c. Grease 2 pans 19cm x 29","margarine, brown sugar, flour, salt, baking powder, rolled oats, almonds, jam",oatmeal and jam bars,139296
Combine all ingredients in canning jars and seal with sterilized 2 piece screw-on lids. Cool and let mellow several weeks or more before serving.,"all-bran cereal, hot water, dried apricot, sweetened condensed milk, desiccated coconut",apricot and coconut balls,232077
"Preheat oven to 350 degrees. In a medium bowl, combine butter and margarine in a 1-quart saucepan. Mix butter and margarine in a 1-quart saucepan. Stir in butter and margarine in a 1-quart saucepan","graham crackers, butter, margarine, sugar, pecans",butter toffee crackers,149935
Preheat oven to 350 degrees. Bake in oven at 375 degrees for 15 - 20 minutes.,"dried sage, salt, black pepper, dried marjoram, brown sugar, crushed red pepper flakes, ground cloves, ground pork butt",homemade breakfast sausage,28657
Put jello into a 9x13 pan and chill until set.,"sugar-free strawberry gelatin, water, light non-dairy whipped topping, canned pineapple, banana",jello salad,209765
"In a large pot, heat up all ingredients except whiskey and eggs. Separate eggs. Return yellows to milk mixture. Add whiskey to taste.","egg yolks, pure vanilla extract, extra finely granulated sugar, brandewijn",dutch advocaat,3002
Place large shrimp on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place on top of shrimp and place,"large shrimp, cream cheese, feta cheese, garlic, fresh parsley, lettuce",feta stuffed shrimp appetizer,81056
"Heat oil in large non-stick skillet over medium-high heat. Add noodles and vegetables. Cook for 3 minutes, stirring occasionally. Drain. Meanwhile, heat oil in large non-stick skillet over medium-high heat. Cook for","boneless skinless chicken breasts, fettuccine, stir fry vegetables, sliced mushrooms, hoisin sauce",shanghai chicken and noodles,264127
"Heat oil in pan over medium-high heat. Add onion, garlic powder, salt, cream of mushroom soup, milk, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, chow mein noodles, ch","ground beef, egg noodles, mushrooms, black olives, velveeta cheese, salt, cream of mushroom soup, milk, chow mein noodles",aunt dot s hot dish,101783
Toast bread in toaster to desired level. Put butter on one slice and mayo on the other. Put cheese in between slices of bread. Wrap a moist papertowel around sandwich and put in microwave for 20 sec. Enjoy.,"english muffin, cheese, baked beans, parmesan cheese, cheddar cheese, ham",toasted sandwich without the toastie maker,212400
Sprinkle with grated cheese. Bake at 350 for 1 hour 15 minutes.,"garlic clove, butter, whipping cream, milk, ground nutmeg, russet potatoes, blue cheese, sharp cheddar cheese",blue cheese and cheddar scalloped potatoes,185454
Heat oil in a large skillet over medium-high heat. Add garlic powder and pepper and cook for 1 minute.,"salt, new york strip steaks, black peppercorns, steak sauce, water, whipping cream",steak in pepper cream,133619
"Place jello in 1 c hot water. Let stand for 5 minutes, then add 1 c cold water. Using mixer add the vanilla pudding, mix on slow speed. Fold in coolwhip, fruit. Chill. You can also use strawberries& strawberry jello.","miracle whip, yellow cake mix, dream whip topping mix, orange juice, eggs, orange peel, powdered sugar, milk, candy sprinkles",orange dreamsicle cake,248487
"Combine and chill first four ingredients. Blend brown rice, red kidney beans, green onions, green bell pepper, celery ribs, fresh parsley, plain nonfat yogurt, curry powder, black pepper, salt and pepper. Add to chicken mixture. Toss lightly. Serve on bed of greens. Sprinkle with toasted almonds.","cooked brown rice, red kidney beans, green onions, green bell pepper, celery ribs, fresh parsley, plain nonfat yogurt, curry powder, black pepper, salt",curried rice and bean salad,35527
"Preheat oven to 450. Toss garlic, olive oil, dijon mustard, red wine vinegar, salt, fresh ground black pepper, extra virgin olive oil, chicken stock, shallot, fresh tarragon. Add the garlic, olive oil, dijon mustard, red wine vinegar, salt, fresh ground black pepper, extra virgin olive oil, chicken stock, shallot, fresh tarragon. Add the garlic, olive oil, di","bulb of garlic, olive oil, dijon mustard, red wine vinegar, salt, fresh ground black pepper, extra virgin olive oil, chicken stock, shallot, fresh tarragon",roasted garlic vinaigrette,319344
"Preheat oven to 350 degrees. Mix all ingredients, except pecans and pie crust, together. Pour into unbaked pie crust. Top with pecan halves. Bake until done.","margarine, sugar, corn syrup, flour, eggs, salt, vanilla, pecans, pie shell",granny s pecan pie,93415
Spray skillet with non-stick spray. Bake in oven at 375 degrees until golden brown.,"sausage, water, red pepper flakes, rubbed sage, cornmeal",easy scrapple,55516
"In a large microwave safe bowl, combine the brown sugar, cornstarch, salt, milk, egg yolks, butter, vanilla, pie crustpreparation:In a large microwave safe bowl, combine the brown sugar, cornstarch, salt, milk, egg yolks, butter, vanilla, pie crustpreparation:In a large microwave safe bowl, combine the brown sugar, cornstarch, salt, milk, egg yolks, butter, vanilla, pie crustpreparation:In a large microwave safe bowl, combine the brown sugar, cornstarch, salt, milk, egg yolks, butter, vanilla, pie crustpreparation:In a large microwave safe bowl, combine the brown sugar, cornstarch, salt, milk, egg yolks, butter, vanilla, pie crustpreparation:In a large microwave safe bowl, combine the brown sugar, cornstarch, salt, milk, egg yolks, butter, vanilla, pie crustpreparation:In a large microwave safe bowl, combine the brown sugar, cornstarch, salt, milk, egg yolks, butter, vanilla, pie crustpreparation:In a large microwave safe bowl, combine the brown sugar, cornstarch, salt, milk, egg yolks, butter, vanilla, pie crustpreparation:In a large microwave safe bowl, combine the brown sugar, cornstarch, salt, milk, egg yolks, butter, vanilla, pie crustpreparation:In a large microwave safe bowl, combine the brown sugar, cornstarch, salt, milk, egg yolks, butter, vanilla, pie crustpreparation:In a large microwave safe bowl, combine the brown sugar, cornstarch, salt, milk, egg yolks, butter, vanilla, pie crustpreparation:In a large microwave safe bowl, combine the","sweet roll dough, butter, pecans, butterscotch pudding mix, brown sugar",butterscotch bubble loaf,84954
"Preheat oven to 375. Place salmon into a glass baking dish. Pour salad dressing over salmon. Sprinkle with dill and parsley. Bake until fish flakes easily when tested with fork, about 15 to 20 minutes.","pink salmon, saltine crackers, egg, butter, flour, salt, milk",salmon patties with white sauce,335364
"Place pork butt, sweet onions, apple juice, cracked pepper in crock pot. Cover and cook on low for 1 hour and then low 6 hours. Slice and serve.","pork butt, sweet onions, apple juice, cracked pepper",unbelievable crockpot apple onion pork butt,471360
"Cook beef, chuck roast, onion, green chilies, beef bouillon cubes, dry mustard, garlic, adobo seasoning, peppercorns, salsa, water, sugar, salt and pepperpreparation:Cook beef, chuck roast, onion, green chilies, beef bouillon cubes, dry mustard, garlic, adobo seasoning, peppercorns, salsa, water, sugar, salt and pepperpreparation:Cook beef, chuck roast, onion, green chilies, beef bouillon cubes, dry mustard, garlic, adobo seasoning, peppercorns, salsa, water, sugar, salt and pepperpreparation:Cook beef, chuck roast, onion, green chilies, beef bouillon cubes, dry mustard, garlic, adobo seasoning, peppercorns, salsa, water, sugar, salt and pepperpreparation:Cook beef, chuck roast, onion, green chilies, beef bouillon cubes, dry mustard, garlic, adobo seasoning, peppercorns, salsa, water, sugar, salt and pepperpreparation:Cook beef, chuck roast, onion, green chilies, beef bouillon cubes, dry mustard, garlic, adobo seasoning, peppercorns, salsa, water, sugar, salt and pepperpreparation:Cook beef, chuck roast, onion, green chilies, beef bouillon cubes, dry mustard, garlic, adobo seasoning, peppercorns, salsa, water, sugar, salt and pepperpreparation:Cook beef, chuck roast, onion, green chilies, beef bouillon cubes, dry mustard, garlic, adobo seasoning, peppercorns, salsa, water, sugar, salt and pepperpreparation:Cook beef, chuck roast, onion, green chilies, beef bouillon cubes, dry mustard, garlic, adobo seasoning, peppercorns, salsa, water, sugar, salt and pepperpreparation:Cook beef, chuck roast, onion, green ch","boneless beef chuck roast, onion, green chilies, beef bouillon cubes, dry mustard, garlic, adobo seasoning, peppercorns, salsa",beef machaca,85108
Preheat oven to 400 degrees. Grease muffin pan. Combine all ingredients until well blended. Pour into prepared muffin pan. Bake 12 - 14 minutes.,"unsalted butter, caster sugar, bananas, eggs, vanilla extract, self-raising flour, desiccated coconut, dark chocolate chips, icing sugar",coconut chocolate banana mini muffins,250364
"Bring 3 quarts water to a boil in a pot. Add pasta mixture. Cook 8 minutes. Add radicchio, tomatoes, greek feta cheese, cucumber, red onion, marjoram, extra virgin olive oil, salt, black pepper. Add radicchio, tomatoes, greek feta cheese, cucumber, red onion, mar","shell pasta, radicchio, tomatoes, greek feta cheese, cucumber, red onion, marjoram, extra virgin olive oil, salt, black pepper",greek style shell pasta,183958
Place the avocado slices and radish in a small bowl. Whisk together the dressing and dressing mixture. Drizzle with the dressing mixture. Toss to coat and serve.,"baby spinach leaves, radicchio, red radishes, mango, avocado, orange, juice of, hazelnut oil, dijon mustard, salt, black peppercorns",spinach avocado mango salad,75196
"Place slumgumany in the slow cooker and cook on low for 10 minutes. Serve over mashed potatoes, or egg noodles.","ground beef, frozen mixed vegetables, pork and beans, cream of chicken soup, elbow macaroni, cheese",slumgumany,433840
"Add scallions, garlic cloves, fresh ginger, chicken broth, shiitake mushrooms, baby corn, chinese cabbage, water, frozen pot stickers. Simmer for 5 more minutes. Sim","scallions, garlic cloves, fresh ginger, chicken broth, shiitake mushrooms, baby corn, chinese cabbage, water, frozen pot stickers",asian pot sticker soup,181657
Mix all ingredients in a medium bowl. Spread 1 tablespoon of cream cheese on each side of the double berry wake up breakfast. Spread 1 tablespoon of cream cheese on each side of the,"strawberry cream cheese, white bread, fresh strawberries, egg, milk, butter, strawberry syrup",triple berry wake up breakfast,66777
Heat oven to 350f. Line a baking sheet with parchment paper. Bake at 350f for 25 - 30 minutes until cheese melts & chips brown.,"cooked chicken, celery, seedless grapes, sliced water chestnuts, slivered almonds, mayonnaise, soy sauce, curry powder, lemon juice, pineapple tidbits",mom s exotic chicken salad,222908
"Fill a tall glass with ice. Pour milk and chocolate syrup over the ice. Add cold coffee and stir well until chocolate syrup is dissolved. Can be fancied up with a dollop of whipped cream, a shot of kahlua, and a few curls of shaved chocolate if you like. Diabetics and dieters can substitute sugar-free chocolate syrup.","strong coffee, milk, sugar, caramel topping, ice, whipped cream",iced caramel cappuccinos,118939
"Combine all ingredients except mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonnaise, mayonna","iceberg lettuce, seafood cocktail sauce, hot sauce, lemon, lemon zest, mayonnaise, small shrimp, salt, pepper, chives",iceberg salad with shrimp,374533
Preheat oven to 375 degrees. Bake at about 375 degrees for about 20 minutes or until browned. Bake at about 375 degrees for about 20 minutes or until brown,"milk, salt, sugar, oil, compressed yeast cakes, flour",norma s quick rolls,237823
"Combine oats, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut butter, peanut","oats, peanut butter, applesauce, cinnamon",easy make college cookies no bake and healthy,295759
"Mix all ingredients except pie crusts. Divide mixture equally between the three pie crusts. Top with chopped peanuts or graham cracker crumbs, if desired. Freeze. Leave out or refrigerate to soften a bit before cutting. Store leftover in freezer.","chocolate chips, soft silken tofu, creamy peanut butter, sugar, vanilla, prepared graham cracker crust",silky chocolate peanut butter pie,38401
"Place peaches, orange blossom water, ground cinnamon, powdered sugar, strawberry, kiwi fruit, of fresh mint. Add powdered sugar, kiwi fruit, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered sugar, powdered","peaches, orange blossom water, ground cinnamon, powdered sugar, strawberry, kiwi fruit, of fresh mint",licheeneh ma zahr,503977
"In a large bowl, combine milk and cream cheese. Mix well. Pour into pie crust. Refrigerate at least 2 hours before serving.","sweetened condensed milk, crushed pineapple, lemon juice, cool whip, prepared graham cracker crust",creamy pineapple pie,27738
Toast your english muffin or bread. Spread with cream cheese. Layer avocado slices. Sprinkle with salt and pepper. Drizzle with olive oil. Hot sauce to taste.,"mascarpone cheese, whipping cream, sweetened condensed milk, avocado",avocado mascarpone dream cream dessert,425355
"Preheat oven to 350f. Combine stout beer, vanilla extract, poundcake mix, eggs, vanilla, all-purpose flour, baking powder, milkpreparation:Heat oven to 350f. Mix stout beer, vanilla extract, poundcake mix, eggs, vanilla, all-purpose flour, baking powder, milkpreparation:Heat oven to 350f. Mix stout beer, vanilla extract, poundcake mix, eggs, vanilla, all-purpose flour, baking powder, milkpreparation","stout beer, vanilla extract, poundcake mix, eggs",guinness pub pound cake,280811
"Preheat oven to 350 degrees. Line a 9-inch pie plate with parchment paper. Bake at 350 for 45 minutes, or until knife comes out clean.","bananas, pineapple juice, sugar, cinnamon, flour, butter, unbaked pie crusts",unusual banana pie,122734
"In a large nonstick pan cook beef, water, basil pesto, olive oil, zucchini, basil pesto, parmesan cheese, sun-dried tomatoes packed in oilpreparation:In a large nonstick pan cook beef, water, basil pesto, olive oil, zucchini, basil pesto, parmesan cheese, sun-dried tomatoes packed in oilpreparation:In a large nonstick pan cook beef, water, basil pesto, olive oil, zucchini, basil pesto, parmesan cheese, sun-dried tomatoes packed in oilpreparation:In a large nonstick pan cook beef, water, basil pesto, olive oil, zucchini, basil pesto, parmesan cheese, sun-dried tomatoes packed in oilpreparation:In a large nonstick pan cook beef, water, basil pesto, olive oil, zucchini, basil pesto, parmesan cheese, sun-dried tomatoes packed in oilpreparation:In a large nonstick pan cook beef, water, basil pesto, olive oil, zucchini, basil pesto, parmesan cheese, sun-dried tomatoes packed in oilpreparation:In a large nonstick pan cook beef, water, basil pesto, olive oil, zucchini, basil pesto, parmesan cheese, sun-dried tomatoes packed in oilpreparation:In a large nonstick pan cook beef, water, basil pesto, olive oil, zucchini, basil pesto, parmesan cheese, sun-dried tomatoes packed in oilpreparation:In a large nonstick pan cook beef, water, basil pesto, olive oil, zucchini, basil pesto, parmesan cheese, sun-dried tomatoes packed in oilpreparation:In a large nonstick pan","beef, water, basil pesto, olive",barbecued olive and pesto burgers,389279
"Place ham steak in marinade, making sure it is covered in the mixture. Add more pineapple juice if necessary. Cover and refrigerate for 24-36 hours. Grill.","ham steak, coke, brown sugar, honey, pineapple tidbits, pineapple juice, garlic",hawaiian steak,327596
Preheat oven to 350 degrees. Bake in preheated oven for 30 minutes. Cut into 16 square servings.,"brown sugar, shortening, eggs, sifted flour, baking powder, salt, nuts, chocolate chips, vanilla",congo squares,343604
"In a large skillet, saute onion, garlic powder, worcestershire sauce, salt, pepper, tomato paste, milk, butter, macaroni & cheese dinner mixpreparation:Brown beef in a large, deep pot with onion, garlic powder, worcestershire sauce, salt, pepper, tomato paste, milk, butter, macaroni & cheese dinner mixpreparation:Brown beef in a large, deep pot with onion, garlic powder, worcestershire sauce, salt, pepper, tomato paste, milk, butter, macaroni & cheese dinner mixpreparation:Brown beef in a large, deep pot with onion, garlic powder, worcestershire sauce, salt, pepper, tomato paste, milk, butter, macaroni & cheese dinner mixpreparation:Brown beef in a large, deep pot with onion, garlic powder, worcestershire sauce, salt, pepper, tomato paste, milk, butter, macaroni & cheese dinner mixpreparation:Brown beef in a large, deep pot with onion, garlic powder, worcestershire sauce, salt, pepper, tomato paste, milk, butter, macaroni & cheese dinner mixpreparation:Brown beef in a large, deep pot with onion, garlic powder, worcestershire sauce, salt, pepper, tomato paste, milk, butter, macaroni & cheese dinner mixpreparation:Brown beef in a large, deep pot with onion, garlic powder, worcestershire sauce, salt, pepper, tomato paste, milk, butter, macaroni & cheese dinner mixpreparation:Brown beef in a large, deep pot with onion, garlic powder, worcestershire sauce, salt, pepper, tomato paste, milk, butter, macaroni & cheese dinner mixpreparation:Brown beef","boneless round steak, onion, dried thyme, oil, beef broth, diced tomatoes, mexicorn, white rice",easy steak corn skillet supper,28145
"In a nonmetallic bowl, combine rum and honey. Add the fruit. Toss to coat. Refrigerate, covered, until chilled, at least 1 hour. Sprinkle with mint before serving.","honey, dark rum, angostura bitters, orange, golden delicious apple, pear, banana, seedless grapes, strawberry, raspberries",rum and honey fruit salad,251878
"Mix together ground chuck, dry onion soup mix, eggs, cabbage, chili sauce, water, oatmeal. Bake uncovered 350 degrees f. 1 hour.","ground chuck, dry onion soup mix, eggs, cabbage, chili sauce, water, oatmeal",rosie s sweet and sour meatballs,29467
"In small saucepan, melt butter. Saute mushrooms. Drain pasta and combine with cream, mushrooms, walnuts and cheese. Toss lightly. Add salt and pepper. Sprinkle with parsley.","heavy cream, walnut halves, romano cheese, garlic cloves, salt, black pepper, pasta",pasta with creamy garlic and walnut sauce,133739
"Preheat oven 325f. Melt chocolate chips and butter on low heat. Stir then add eagle brand milk,. Flour, nuts and vanilla. Cool. Spoon by teaspoon onto greased pan. Bake at 325f for 10-12 minutes.","sugar, evaporated milk, marshmallow cream, vanilla, butter, white chocolate chips, oreo cookies",cookies and cream fudge oreo cookie fudge,271704
Sprinkle chunky salsa on pork chops. Bake at 350f for 30-90 minutes.,"vegetable oil, boneless pork chops, chunky salsa, diced green chilies, ground cumin, cheddar cheese",tex mex pork chops,26229
"Preheat oven to 350 degrees f. In a large bowl, combine tuna, cream of mushroom soup, cream of celery soup, cheddar cheese, onion, tuna, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni, sour cream, whole wheat elbow macaroni,","tuna, cream of mushroom soup, olives, ritz cracker",no noodle tuna casserole,419332
"Place roast in crock pot and top with beef bouillon cube, bay leaf, peppercorns, dried rosemary, dried thyme, garlic powder, french rolls. Cook on low for 6-8 hours. Serve over white, brown, or wild rice.","boneless chuck roast, soy sauce, beef bouillon cube, bay leaf, peppercorns, dried rosemary, dried thyme, garlic powder, french rolls",french dip roast beef for the crock pot,103403
Preheat oven to 350 degrees. Bake for 1 hour - 1 hour 20 minutes. Let cool for 15 to an hour. You can serve this right away or cut into thick slices and fry on the stove top for an extra crunchy-licious crust. Let cool,"eggs, milk, soft breadcrumbs, onion, green pepper, prepared horseradish, salt, ground mustard, ground beef, ketchup",down home meatloaf,121221
