Unnamed: 0,result
3195,"Toast the english muffin. In a microwaveable cup roughly the same diameter of the muffin, add the egg, a tablespoon of water. Beat the egg, add the bacon. Microwave on high for 1 to 2 minutes while muffin is toasting. Assemble the muffin and let stand for a few minutes to melt the cheese."
3196,"In medium saucepan, cook ground beef over medium-high heat, 5-7 minutes, stirring occasionally, until cooked well, drain. Reduce heat to medium. Stir in remaining ingredients, except shredded cheese and tortilla chips. Cook 8-12 minutes or until thoroughly heated, stirring frequently. Top individual servings with shredded cheese and tortilla chips."
3198,"Heat oven to 450f. Stir baking mix, milk and cheese until soft dough forms. Drop by 9 spoonfuls onto ungreased cookie sheet. Bake 8-10 minutes or until golden brown. Stir together margarine and garlic salt. Brush over warm biscuits."
3199,"Place a steamer basket in a saucepan filled with one-inch of water. Bring to a gentle boil. Add potatoes. Cover and cook just until tender, 15-20 minutes. Toss occasionally. In a serving bowl, combine vinegar and dijon. Season with salt and pepper. Add hot cooked potatoes. Toss. Let cool, tossing occasionally. Add oil and parsley to cooled potato mixture. Season with salt and pepper, and toss."
3200,"Preheat oven to 475 f. Spray a roasting rack and shallow roasting pan with nonstick spray or grease lightly with some oil. Remove skin from chicken, rinse well, and pat dry. Using a pastry brush, coat both sides of each piece of chicken well with the salad dressing. Set breasts, meaty sides up, onto the sprayed roasting rack and sprinkle with rosemary. If you like, season to taste with a little seasoned salt& pepper. Sprinkle bread crumbs on top of the chicken. Bake 20 minutes, then flip pieces over using a pair of tongs and brush with some more salad dressing. Bake another 40 minutes or until cooked through. Cook time will vary based on the actual weight of your chicken pieces-allow 15 minutes per pound plus 10-15 extra minutes to calculate the total cooking time."
3201,"Spray a slow cooker container with butter-flavored cooking spray. Combine apples and raisins in crock. Add splenda, apple pie spice, and apple juice. Mix well to combine. Dot top with margarine. Cover and cook on low for 4-6 hours."
3202,"Preheat grill to medium-high. Spread butter on corn. Season with salt and pepper to taste. Top with cornstarch. Bake, uncovered for 1 hour at 325. Stir every 15 minutes. Cool and freeze. Can use ziploc bags or freezer containers."
3203,"In a medium sized bowl, lightly beat the eggs. Stir in the ghee and salt. Season with salt and pepper. Heat the oil in a very hot non-stick frying pan. Pour the mixture into the pan, move the pan to distribute evenly and leave for 7 seconds without stirring. Tilt the pan and move the cooked egg to the center with a spatula, allowing the uncooked egg to replace the cooked egg. When there is the hint of uncooked egg left, fold the omelette in half and transfer to a warm platter, sprinkle with paprika and tarragon. Cut into 2 or 3 pieces and serve immediately."
3205,"Heat oven to 350 degrees. Brush the garlic cloves with 1 teaspoon of the oil, reserving the remaining oil. Roast the garlic cloves in a pan until golden and soft, about 10 to 15 minutes. Watch carefully so garlic does not get over-brown or burn. Carefully remove pan from oven and cool. When cool enough to handle, squeeze out the garlic pulp. Combine the pulp with the reserved olive oil and rest of the ingredients in a blender. Blend until smooth and use the dressing on any mixed garden salad. Refrigerate leftover."
3206,"Combine all ingredients in a large saucepan. Cook over medium heat until thoroughly heated. Do not boil. Stir in instant cocoa mix. Combine boiling water and coffee granules, then stir into milk mixture. Pour into mugs. Serve with a dollop of whipped cream and garnish with cinnamon sticks and a small, bright red chili pepper. Makes 3 quarts."
3207,"Preheat oven to 350 degrees f. Spray 9 by 13-inch casserole dish with pam. Put broccoli, garlic salt and pepper in a bag and toss. Place in casserole dish and top with cheddar cheese. Cover and bake for 20 minutes."
3208,Preheat oven to 400f. In a large bowl mix all dry ingredients. Add milk and water and add-ins of your choice. Using your fingers knead into an elastic dough. If you need more flour just add it and if you need more liquid add more water or milk. Flatten the dough to desired thickness and cut out scones of desired size. Place scones on a paper-lined baking sheet and bake for 15 minutes or until golden brown.
3210,"Sift together the butter, white chocolate, brown sugar, golden syrup, milk, plain flour, self raising flour, eggs, cream. Beat in vanilla. Add dry ingredients alternately with coffee to creamed mixture, beating well after each addition. Beat egg whites in another bowl until stiff peaks form. Fold egg whites into cake batter. Pour batter into a greased 13 x 9 x 2-inch baking pan. Bake in preheated 350 degree oven 45 minutes or until cake tests done. Cool in pan on rack."
3211,"Put in a bowl and cover with a lid or buttered greaseproof paper. Place in a hot oven 230-250c approx 20 minutes or until rice is tender. When cooked carefully mix in the remaining butter with a fork. For variations try mixing in some fried mushroom slices and toasted pine nuts and parsley, or to add some grated cheese just before serving."
3214,"Preheat oven to 375f and grease a 12 cup muffin pan. Toss cereal with sugar, flour, baking soda and salt. In a seperate bowl, whisk oil, egg and buttermilk. Add buttermilk mixture to cereal mixture and stir just until blended. Stir in blueberries and spoon into prepared muffin tin. Bake for 20 to 25 minutes, until tester inserted in the centre of a muffin comes out clean."
3215,"Preheat oven to 350. Lay chips on oven safe platter. You will be layering this so split them. Warm beans and chili on stove or in microwave. Stir beans until smooth. Spread beans over tortillas. Top with onion, cheese, jalepenos, chili and cheddar cheese. Repeat by layering tortilla chips and toppings until gone. Place in oven and bake until cheese is melted. Dollop with sour cream. Add tomatoes and green onions on top."
3217,"In a food processor, add cream cheese, lemon juice, dill and capers. Combine for a few minutes. Toast chosen bread. Once the bread has been toasted spread cream cheese mix thickly onto both pieces of bread. Top with the smoked salmon and red onions."
3218,Heat the olive oil in a large skillet over medium-high heat. Add the rotini noodles and cook for about 5 minutes. Add the celery and cook for another 5 minutes. Add the green onions and cook for another 5 minutes. Add the feta cheese and cook for another 5 minutes. Add the feta
3220,"Preheat oven to 350f. Arrange flaked tuna evenly in a 9 inch pie pan that has been sprayed with a nonstick cooking spray. In a blender, combine half of the parmesan with remaining ingredients. Blend until smooth. Pour mixture over tuna. Top with remaining parmesan. Bake, uncovered, 30 minutes, until set and lightly browned. Let stand 5 minutes before serving."
3221,Preheat oven to 350 degrees celcius. Add salt and cheese to flour. Add milk and mix well. Spray a 12-cup muffin tin with nonstick spray. Spoon the mixture equally amongst the 12 cups. Bake till browned on the top. Should be 10 to 15 minutes.
3222,"In a medium bowl, combine the garlic, fresh coarse ground black pepper, olive oil, water, turkey breast. Slowly whisk in the olive oil to thoroughly combine. Place the turkey cutlets in a shallow dish and pour the liquid over top. Cover and place in the refrigerator for at least 1 hour. Preheat the grill or oven broiler. Place the breasts directly on the grill, or on a roasting rack beneath the broiler. Cook for about 20-25 minutes, or until the turkey is fully done. Turn the breasts frequently to prevent burning."
3223,"Preheat oven to 400f. Combine all of the ingredients except for the ketchup. It is easiest to just mix it up with your hands. Form into two loaves. Spread ketchup over the top of each loaf, and wrap each in foil sealing the foil tightly without squishing the meatloaf. Line a baking pan with foil, and place the foil wrapped loaves in it. Bake for 1 hour 45 minutes. Poke holes in the foil that is wrapped around the meatloaf and let any grease drain out into the pan while baking another 15 minutes."
3224,"Slice avocado lengthwise. Remove pit and scoop avocado into a small bowl. Add mayonnaise, lime juice, worcestershire sauce, hot pepper sauce, garlic salt. Stir and mash the ingredients together until guacamole is preferred consistency. Serve immediately, or cover and refrigerate if desired."
3225,"Preheat oven to 350f. Combine stuffing, butter, parmesan cheese, parsley, basil and rosemary. Cut ham, spoonful of stuffing mixture and slice of cheese. Wrap breast around and place seam-side down in 9 inch glass baking dish. Repeat with other breast and cover dish with foil to prevent burning. Bake for 45 minutes to 1 hour, or until chicken is no longer pink. You can make a sauce with this or serve it alone."
3226,"Place rim of chilled glass into rasperry preserves. Fill a cocktail shaker with ice. Add the chocolate liqueur, raspberry preserves and vodka to the shaker. Shake briskly to mix and chill. Strain into the martini glass. Garnish with the chocolate."
3227,Fry spinach in medium skillet until crisp. Remove spinach and spinach from skillet. Mix sugar and vinegar. Beat egg then mix with vinegar and sugar. Pour over spinach. Cook 2-5 minute. Salt to taste.
3229,"Heat oil and saute garlic along with the oregano. Stir in cabbage and water mixing well. Add salt and pepper to taste. Cover and cook over medium heat, stirring occasionally 8 to 10 minutes or until tender. Serve immediately."
3230,Combine all ingredients in a blender. Cover and blend until smooth. Press fruit mixture through a fine-mesh strainer over a bowl to extract juices. Discard solids and pour mixture into 3-ounce paper or plastic drink cups or pop molds. Cover cups with foil. Cut a slit in the foil and insert wooden sticks. Freeze several hours or overnight until pops are firm. Remove from cups or molds to serve.
3231,"In a large pot, bring stock to a boil. Add barley and cook on medium heat 40 minutes. Drain and rinse until cool. In a large bowl place all the vegetables, mix in the vinaigrette along with salt and pepper to taste. Combine with the barley. Salad can be prepared up to this point and stored, covered in fridge for 2 days. Sprinkle with toasted nuts just before serving."
3232,"Preheat oven to 450f. Butter a shallow gratin or baking dish that is just large enough to hold the asparagus. Place a layer of asparagus in the dish, with the. Sprinkle with a little salt and pepper and some of the cheese keep adding layers until all asparagus and all cheese is used, finishing with the cheese. Dot the top of the dish with the pieces of butter and place the dish on the top rack of the oven. Bake for about 15-20 minutes, or until the asparagus is cooked through and beginning to brown and the cheese is melted. Variations. Instead of the butter use olive oil or half butter and half olive oil. Use half parmesan and half shredded fontina cheese for a creamier gratin. Layer a couple of slices of prosciutto in with the asparagus if you like. Sprinkle with a little lemon zest for added zing."
3233,"In a large skillet, brown the salted chicken pieces in oil. Cook over medium heat for 10 minutes or until browned. Crush garlic cloves and scatter over the chicken add the broth. Turn heat to low. Cover and cook for about 15 minutes each side or until cooked through. Remove cover, add salt and red pepper flakes. Add water and simmer over low heat until water is cooked off."
3234,"In a large saucepan, heat oil. Add sausage and cook until meat is no longer pink. Add shallots and garlic. Cook one minute. Add tomatoes, herbs and sugar. Bring to a fast boil, then simmer uncovered for 40 minutes. Stir frequently and skim off fat. Add salt and pepper. Serve over pasta."
3237,"Put strawberries in a blender and blend until the berries are just mashed up. You may need to add a little of the cream to get the mixture going. Add the other remaining ingrediets and blend for 30 seconds or so. Put mixture into 4 individual serving dishes and chill. When ready serve, add whipped cream if desired."
3238,"Preheat oven to 350f, grease and flour an 8-inch square cake pan and set aside. Peel, core and chop the apples. In a bowl, cream butter and sugar until light and fluffy. Beat in the eggs and syrup. Sift flour, ginger and cinnamon, and fold into creamed mixture with the apples. Put mixture into prepared pan, and bake for 40-45 minutes, or until cooked. May be cut into slices, or left as a cake and decorated with whipped cream and sprinkled with cinnamon."
3239,"In a large tea pot, place tea bags, orange zest, mint leaves and cloves and then pour boiling water over all. Add sugar and stir until dissolved. Cover and let steep until cool. Strain tea through mesh strainer into a large pitcher filled with ice. Stir in grapefruit juice. Serve over ice in large glasses, garnished with mint sprigs, if desired."
3240,Preheat the oven to 425 f. Line a baking tray with parchment paper and set aside. Lay two spring roll wrappers on a clean work surface. Brush wrappers lightly with melted butter. Slice the bananas in half on the diagonal. Place one banana half in the lower third portion of the wrapper and cover with the chocolate. Sprinkle a little salt over the chocolate and top with the remaining banana half. Roll into a tight package. Continue until all bananas and wrappers are rolled. Place the finished banana rolls on the lined baking tray and brush tops and edges with butter. Bake for 5-7 minutes on the baking tray and serve when golden brown.
3241,"Heat oven to 400 degrees. Spray a cookie sheet with no stick cooking spray. Dip each chicken cutlet in egg mixture and then coat completely with bread crumb mixture. Heat half inch of oil in a pan over med-high heat. Fry each cutlet and turn over when golden brown. Heat oven to 400 degrees. When cutlets are crispy and golden on both side and juices run clear, place them on a baking sheet. Place a slice of provolone cheese on top of each cutlet and place in the oven. In the meantime, heat sauce in the microwave or on the stove top. When cheese is melted, remove cutlets from oven and spoon some sauce nicely over each one. Sprinkle with grated parmesan cheese. Serve with your favorite pasta and remaining sauce."
3243,"In a cocktail shaker, place the twelve mint leaves, 6 pieces of lime and the simple syrup. With a muddler, mash up the lime pieces and mint leaves so that they release their flavors and oils. Taste for sweetness and adjust if necessary. Add the rum and a handful of ice. Shake vigorously for 20 seconds or until ice crystals form. With a cocktail strainer, pour into a tall ice-filled glass. Top off with ice and strain into an ice-filled glass. Top with soda and stir. Serve in a collins glass, garnished with raspberry and mint sprigs."
3244,Add all ingredients to sauce pan. Bring to a boil. Reduce heat and simmer for 30 minutes or until the mixture thickens. Use potato masher and mash after 15 minutes. Refrigerate over night.
3246,Heat oven to 350 degrees F. Place pasta in a large saucepan over medium-high heat. Bring to a boil. Reduce heat to low and simmer for 10 minutes. Remove from heat. Remove from heat and stir in parsley. Serve over pasta topped with parmesan cheese.
3248,"In a small saucepan, mix sugar and cornstarch then whisk in soda until smooth. Bring to a boil and cook while stirring for 1 minute or until thickened. Cover and refrigerate until cool. In a large bowl, combine the white grapes, fruit cocktail and raisins. Add a dash of salt and roast in 375 degree oven for 30 minutes, till well roasted. Cut tomato tops off and scoop out centers. Stuff tomatoes with roasted raisin stuffing. Bake in 350 degree oven for 15 minutes. Grate ginger over each tomato just before serving."
3249,"In a large skillet, heat the oil and garlic over medium heat. Add chicken to the skillet and cook for 7 - 10 minutes. Season with black pepper. Add white wine and cook for an additional 2 minutes. Remove chicken to a platter. Saute tomatoes in the skillet until tender. Place tomatoes over the chicken and cover with pan drippings."
3250,"Preheat oven to 400 degrees f. Lightly grease a baking dish. Coat fillets evenly, and not too thickly, with mayo. Sprinkle evenly with sliced onion. Salt and pepper to taste. Bake at 400 degrees f. until done, about 20 minutes."
3251,"Heat oil in large skillet. Brown the ground beef. Add the peppers and onions. Drain off any fat. Stir in pasta sauce, 2 tbs. Parmesan, oregano, 1 cup mozzarella, and pasta. Put mixture in a 13x9 baking dish. Sprinkle with remaining mozzarella and parmesan. Bake uncovered 30 minutes until hot and bubbly."
3252,"Preheat oven to 350 degrees. Grease a large cookie sheet. Beat butter and sugar in a large bowl with mixer at high speed, until light and fluffy. Add egg and vanilla. Beat until well blended. Combine flour, cocoa, cream of tartar, baking soda and salt in a medium bowl. Add to butter mixture. Mix until uniform. Mix in chopped cherries. Drop dough by tablespoonfuls onto prepared cookie sheet. Bake about 10-12 minutes or until set."
3253,"Preheat oven to 400f. Grease muffin cups or a square pan. Put dry ingredients in one bowl, and mix them. Put oil and milk together, and add to dry. Stir til just moist. Bake for 25 minutes."
3254,"Preheat the oven to 375 degrees. Peel and dice the potatoes. I have a vegetable chopper from williams-sonoma and this step only takes 5 minutes. Parboil the potatoes 5 minutes in salty water. Either spray a large baking dish with oil or rub it lightly with butter. Drain and then toss the potatoes in the baking dish with the butter, thyme, nutmeg, more salt and pepper. Mix almost all the cheese throughout the potatoes and pour the half & half evenly over all. Top the dish with the reserved cheese. Bake for one hour or until the cheese is nicely melted, bubbling and turning a caramel color."
3255,"Combine all ingredients, except the chicken, in a skillet. Cook on high for 3-4 minutes on the stove. Add the chicken. Simmer for 30 minutes. Serve over rice."
3256,"Preheat oven to 400f. Place italian bread shell on an ungreased baking sheet. Stir together the cream cheese, goat cheese or feta, garlic and black pepper in a small mixing bow. Spread mixture over the bread shell. Place the tomato slices and sweet pepper strips over the cheese mixture. Bake in the preheated oven about 12 minutes or till heated through. Sprinkle with fresh basil."
3257,"In medium saucepan, cook ground beef over medium-high heat, 5-7 minutes, stirring occasionally, until cooked well, drain. Reduce heat to medium. Stir in remaining ingredients, except shredded cheese and tortilla chips. Cook 8-12 minutes or until thoroughly heated, stirring frequently. Top individual servings with shredded cheese and tortilla chips."
3258,"Heat oven to 425 degrees fahrenheit. Grease a 13x9x2 inch pan. Unroll dough. Press in bottom and 1 inch up sides of greased pan. Fold the 1 inch of dough over and around the cheese. Press dough edges to seal. Brush edge with melted butter and parmesan cheese. Top the crust with sauce, pepperoni and cheese. Bake at 425 degrees fahrenheit for 15 to 18 minutes or until crust is golden brown and cheese is melted."
3260,"Preheat oven to 350 farenheit. Butter or grease madeleines tin or mini-muffin pan. Combine eggs and sugar and beat until pale in color. Stir in orange extract and butter. Fold in flour until mixture is smooth and uniform. Fill madeleines tins or mini-muffin pans and bake until tops are golden and edges are crispy. Test doneness with a toothpick, just like baking a cake. Remove from oven when done and sprinkle with powdered sugar to taste."
3261,"Preheat oven to 350 degrees. After the hour of marinating, turn chicken breasts over and sprinkle evenly with oregano and grated parmesan cheese. Bake in a 350 degree oven for 1 hour, checking after 45 minutes to make sure they do not get over-cooked."
3262,"In a microwave safe bowl, mix white sugar, butter, milk, vanilla, cocoa, oatmeal, shredded coconut. Mix well. Drop spoonfuls onto wax paper-lined cookie sheets. Bake on middle rack of preheated 325 degree oven, 10-12 minutes or until browned around the edges. Remove immediately to wire racks. Cool completely."
3263,"Preheat oven to 350f. Arrange flaked tuna evenly in a 9 inch pie pan that has been sprayed with a nonstick cooking spray. In a blender, combine half of the parmesan with remaining ingredients. Blend until smooth. Pour mixture over tuna. Top with remaining parmesan. Bake, uncovered, 30 minutes, until set and lightly browned. Let stand 5 minutes before serving."
3264,"Heat oven to 425. Grease 12-inch pizza pan. Sprinkle with cornmeal. Unroll dough and press in pan. In small bowl, combine oil and garlic. Drizzle over dough. In small bowl, combine cheese, oregano and basil. Sprinkle over oil. Bake at 425 for 13 to 16 minutes or until crust is deep golden brown. Serve immediately."
3265,"In a large bowl, whisk together pork fillets, oil, shallots, red chile, soy sauce, sherry wine, cornflour, garlic, sugar, cornflour, salt and pepper. Pour over chops. Bake in preheated 350f oven for 1 hour or until done."
3266,"Heat oil, add garlic and saut until golden brown. Pour into a large bowl. Chop tomatoes and toss with salt. Cut arugula into strips and toss most of it with the tomatoes, saving some to top dish before serving. Mix together with oil, tomatoes, garlic and greens while boiling slated water for pasta. While pasta is cooking, cut mozzarella into small pieces. Mix all ingredients with hot cooked pasta. Sprinkle with remaining arugula and red pepper flakes."
3267,"Preheat oven to 400 degrees f. Mix the cheese, eggs and half the wine and spread the mixture over the bread. Melt the butter in a heavy skillet large enough to hold all four slices. Swirl in the remaining wine, then settle the bread into the pan. Add cayenne. Bake until the cheese melts, 12 to 13 minutes."
3268,"Place chicken strips on top along with bell pepper strips and cook over medium coals 10 to 15 minutes, turning frequently, until pepper is tender and chicken is no longer pink in center. Spoon cooked chicken on top of rice and garnish with coconut and raisins. Place chicken strips on top along with bell pepper strips and cook over medium coals 10 to 15 minutes, turning frequently, until pepper is tender and chicken is no longer pink in center. Place chicken strips on top along with bell pepper strips and cook over medium coals 10 to 15 minutes, turning frequently, until pepper is tender and chicken is no longer pink"
3269,"Preheat oven to 375 degrees fahrenheit. Grease 9x13 baking dish. Combine rhubarb with sugar and place in greased baking dish. Combine brown sugar, oatmeal, butter, shortening and flour and mix to pebble-like consistency. Mixture will be crumbly. Sprinkle crumbly mixture over rhubarb. Bake uncovered for 40 minutes."
3270,"Preheat oven to 375f mix cream cheese and 2 tablespoons of the honey. Stir in almonds. Unroll crescent roll dough. Separate into 8 triangles. Spread 1 rounded tablespoons cream cheese mixture onto each triangle. Roll up each loosely, starting at shortest side of triangle, rolling to opposite point. Place rolls on ungreased baking sheet. Curve each into crescent shape. Sprinkle with cinnamon. Bale 12 to 14 minute or until golden brown. Serve rolls warm, drizzled with remaining honey."
3271,"Melt butter in a heavy nonstick skillet over medium high heat. Saut onion and garlic about 6 minutes until tender. Add flour and cook 2 minutes, stirring frequently. Gradually whisk in milk. Increase heat to high and whisk 2-3 minutes, or until mixture boils and begins to thicken. Reduce heat to low and stir in remaining ingredients, except cheese. Season with salt and pepper to taste. Serve sprinkled with parmesan cheese."
3272,"Drain pineapple, reserving 1 tablespoon juice. In a large bowl, combine the mandarin orange segments, unsweetened pineapple tidbits, unflavored gelatin, v8 splash berry blend, frozen sliced strawberries in syrup, bananas. Add marshmallows, yogurt and lime zest. Mix gently. Sprinkle nuts over top. Cover. Refrigerate until ready to serve."
3273,"In medium saucepan over medium heat, melt butter. Add celery and onion and cook 2 to 3 minutes, stirring occasionally. Add remaining ingredients and whisk together. Bring to boil, reduce heat, cover and simmer 15 minutes, stirring occasionally. Transfer to a bowl, cover and refrigerate until ready to use."
3277,"In heavy saucepan, combine oats, brown sugar, butter, eggs, buttermilk, flour, baking powder, salt, baking soda, butterscotch chips, peanut butter, and butter. Cook and stir on medium-high heat until melted. Remove from heat. Stir in cheerios, raisins, and coconut. Drop by bite size pieces onto wax paper. Let stand for 10 minutes."
3278,"Season both sides of the pork chops with the salt and pepper. In a small bowl, whisk together brown sugar, apple juice, canola oil, soy sauce, ginger, salt and pepper, cornstarch, water, boneless pork loin chopspreparation:Preheat grill on high for 10 minutes. Meanwhile, in a small saucepan, over medium heat, combine brown sugar, apple juice, canola oil, soy sauce, ginger, salt and pepper to taste, bring to a boil. In a measuring cup or small bowl, whisk cornstarch into the water and mix into brown sugar mixture. Cook, stirring constantly until bubbling and thickened. Reduce grill to medium-high heat. Grill chops on oiled grill, brushing often with brown sugar glaze, about 6-8 minutes per side, or until digital thermometer inserted sideways into the center of each chop reads 160f do not over cook."
3279,Add potatoes and garlic to a pot and cover with water. Add salt and bring to a boil. Reduce heat and simmer until fork tender. Drain and add back to the pot. Mash with the remaining ingredients. Reduce heat and simmer until fork
3280,"Place tuna in a medium bowl and break into large pieces with a fork. Add tomatoes, onion, cilantro, lime juice, peppers, and salt. Stir to mix. Cover and refrigerate 30 minutes or up to 6 hours. Line plates with lettuce leaves and top with tuna salad. Serve with chips."
3281,Heat oil and butter in a large skillet. Add garlic and shrimp. Sprinkle with salt and pepper. Saute 2-3 minutes or until shrimp turn pink. Turn shrimp with spatula. Cook shrimp 2 minutes longer on other side. Remove shrimp to serving platter. Garnish with lemon wedges.
3282,"In large bowl, combine the flour, cornmeal, sugar, baking powder, and salt. In a small bowl, whisk the egg, buttermilk and oil. Stir into dry ingredients just until moistened. Fold in corn. Bake at 400 for 18-22 minutes or until a toothpick comes out clean. Cool for 5 minutes before removing from pan to a wire rack. Serve warm."
3284,"Put cucumbers in a large stainless steel pot. Pour ingredients over the cucumbers. Bring to a boil. When it starts boiling, pack into jars. Wipe rims, and cap, using sterilized lids and bands. Let set for 6 weeks before eating."
3285,"Preheat oven to 350 degrees. Place all ingredients into a large mixing bowl and mix until just moistened. Spoon into lined or nonstick, sprayed mini muffin pan. Bake at 350 degrees for 15 minutes. Remove muffins from the tray and cool on a wire rack."
3286,"Preheat oven to 375 degrees f. Grease a baking sheet. Roll out the thawed steak rolls into a rectangle then cover with a clean tea towel and allow to sit for about 15 minutes. Brush the top of the dough with olive oil, then sprinkle with black pepper and italian seasoning, then sprinkle the chopped pepperoni over the top. Sprinkle the mozzarella cheese over the pepperoni then top with parmesan cheese. Roll up the dough in jelly-roll fashion, then pinch the long seam and the two ends tightly to seal completely. Brush the outside of the dough with olive oil. Place seam-side down onto baking pan then sprinkle a small amount of kosher salt over the top. Bake for about 35 minutes or until golden brown."
3287,"Preheat oven to 350c. Place the zucchini, low-fat ricotta cheese, mountain bread, ham, fresh basil, zucchini, marinated artichoke hearts, green olives, pepperoni, gouda cheese, flour tortilla. Bake for 1 hour or until golden. Drizzle with white balsamic vinegar and serve with crusty bread and an assortment of crackers."
3288,"In a large pot of boiling, salted water cook the pasta to al dente and drain. Return to the pot and melt in the butter. Toss to coat. Whisk together the eggs, milk, hot sauce, salt, pepper, and mustard. Stir into the pasta and add the cheese. Over low heat continue to stir for 3 minutes or until creamy."
3289,"Preheat oven to 375c and grease an oven proof dish. Bring the cream to the boil, add the stock cube and stir to dissolve. Add salt, pepper and chives. Blend in half the grated jarlsberg until it melts and the sauce is smooth. Layer all the vegetables in the dish and pour in the sauce. Sprinkle the remaining grated cheese on top. Bake for 45 to 50 minutes or until potatoes are soft and top is golden brown."
3290,"Preheat oven to 400 degrees. Grease 12 large muffin cups. Combine flour, sugar, cocoa, baking soda and salt in a large bowl. Combine buttermilk, butter, eggs and vanilla in small bowl until blended. Stir into flour mixture just until moistened. Fold in white chocolate. Spoon into prepeared muffin cups, filling half full. Bake 25-30 minutes or until wooden toothpick inserted in center comes out clean. Cool in pan on wire rack for 5 minutes. Remove from pan. Cool on wire rack 10 minutes. Serve warm or completely cool."
3292,"Preheat oven to 350 degrees. Brown beef and onions in skillet. Drain. Mix in tomato sauce, garlic and oregano. Place in a 2-quart casserole dish. Top with corn. Then spread mashed potatoes over the corn. Lay cheese over the mashed potatoes in a single layer. Bake for about 25-30 minutes or until the cheese is completely melted."
3293,"Preheat oven to 350 degrees f. Cut the baguette in half lengthwise, place on a sheet tray and bake in the oven until lightly brown. Rub with the garlic cloves. Drizzle with 2 ounces of the olive oil and sprinkle with the parmigiano-reggiano. Return to oven to melt cheese. In a medium mixing bowl, add the tomatoes, minced garlic, basil, vinegar, remaining olive oil, salt and pepper. Mix thoroughly and let sit for 5 minutes at room temperature. Remove baguette from oven and top with the tomato mixture. Garnish with basil and parmigiano-reggiano."
3294,"Preheat oven to 400f. Peel and cube squash. In a large bowl mix minced garlic and olive oil. Add cubed squash and coat with the oil mixture. Dump all ingredients out of bowl and in to a glass casserole dish. Any size will do really but it will cook faster if it is more spread out. Cook 40-45 minutes, stirring once or twice. Squash is done when it is tender."
3295,"Preheat oven to 350f grease a 5-by-9-inch loaf pan. In a medium bowl, whisk together the flour, cocoa powder, baking powder, salt and baking soda. In a medium saucepan, combine the whole cherries and the sugar. Using a potato masher, crush the cherries. Cook over medium heat, stirring occasionally, for 15 minutes. Transfer to a large bowl and let cool. Whisk in the sour cream and eggs. Stir in the flour mixture. Fold the chopped cherries into the batter. Gradually stir in the butter. Pour the batter into the prepared loaf pan, then bake until a toothpick inserted in the center comes out clean, about 55 minutes. Let cool in the pan for 15 minutes, then turn out onto a rack to cool completely."
3296,"Combine rice, cooked shrimp, pineapple tidbits, green bell pepper, celery, salt and pepper in a large bowl. Whisk together mayonnaise, pineapple tidbits, green bell pepper, celery, salt and pepper in a medium bowl. Add mayonnaise, pineapple tidbits, green bell pepper, celery, salt and pepper in a large bowl. Add mayonnaise,"
3297,"Preheat oven to 350 degrees. Prepare stuffing mix according to package directions. Set aside. Place chicken in a greased 2-qt. Baking dish. Combine the soup, sour cream and dry soup mix. Spread over chicken. Sprinkle with parmesan cheese. Bake uncovered at 350 degrees for 30 to 35 minutes or until bubbly."
3299,"Heat oil on medium heat using a large skillet. Add garlic & onions. Stir-fry about 2 minutes. Add swiss chard, broth, salt and pepper and cook until greens are wilted. Stir frequently. Remove from heat & set aside. Cook spaghetti until al dente. Drain. Toss all together and serve at once. Can subsitute spinach for swiss chard."
3302,"Preheat oven to 350 degrees. Place trout fillets in a greased shallow baking dish. In a small bowl, combine sour cream, parmesan cheese, lemon juice, onion, salt, paprika. Spread over fillets. Sprinkle with paprika. Bake 20-25 minutes or until fillets flake easily with a fork."
3303,"Heat oil in a large saucepan over medium heat. Add rice and cook, stirring constantly. Sprinkle with salt, cumin, and taco seasoning. Cook stirring constantly, until slightly translucent. Stir in onions and cook until tender. Stir in tomato sauce and chicken broth. Bring to a boil. Reduce heat to low, cover and simmer for 20 to 25 minutes. Fluff with a fork."
3304,"Preheat oven to 350 degrees F. In a large bowl, combine all the ingredients in a medium saucepan. Cook over low heat, stirring occasionally to prevent sticking, for about 15 mins. Or until the mixture is of desired consistency. Pour into sterilized jars and seal. Store processor marmalade in a cool place."
3305,"Preheat oven to 325f. Spray a large, shallow baking pan with no-stick cooking spray. In a large bowl toss together shredded wheat and walnuts. Set aside. In a small bowl toss together butter, brown sugar, oatmeal, crispy rice cereal, mini chocolate chip, skor english toffee bit. Pour over the dry ingredients and toss thoroughly to combine. Spread evenly in the prepared baking pan and bake for 25-30 minutes, stirring two or three times, until the mixture is lightly toasted. If it seems damp, it will crisp as it cools. Cool completely, then add the dried fruit. Store in an airtight container."
3306,"In large bowl beat together butter and sugar. Beat in egg and vanilla. Sift together flour, soda and salt. Mix into wet ingredients. Stir in crispies, and chocolate chips. Drop by tablespoonfuls onto greased cookie sheet 1 inch apart. Bake at 350 for 10-12 minutes or until lightly browned."
3307,"Preheat oven to 350f. In a large mixing bowl, with electric mixer at medium speed, beat together butter and shortening until light and fluffy. Add sugar and cream together until very light. Add vanilla, scraping down sides of bowl as needed. Add eggs one at a time, beating well after each egg. Gradually fold in flour until a soft, workable dough forms. Shape into balls and place on cookie sheets. Dip the bottom of a flat bottomed glass in sugar and use it to mash down the balls of dough. Bake in preheated oven until done. Immediately remove from pan to cool."
